# index  number of sampling vertical levels i j
836 18 1 1151
# k value
1 1.17965
2 1.17965
3 1.17966
4 1.17966
5 1.17965
6 1.17966
9 1.17966
20 1.17965
30 1.17965
40 1.17966
50 1.17965
55 1.17966
60 1.17965
61 1.17966
62 1.17966
63 1.17965
64 1.17966
65 1.17966
# now the complete profile with fillled values
1 1.17965
2 1.17965
3 1.17966
4 1.17966
5 1.17965
6 1.17966
7 1.17966
8 1.17966
9 1.17966
10 1.17966
11 1.17966
12 1.17966
13 1.17966
14 1.17966
15 1.17966
16 1.17965
17 1.17965
18 1.17965
19 1.17965
20 1.17965
21 1.17965
22 1.17965
23 1.17965
24 1.17965
25 1.17965
26 1.17965
27 1.17965
28 1.17965
29 1.17965
30 1.17965
31 1.17965
32 1.17966
33 1.17966
34 1.17966
35 1.17966
36 1.17966
37 1.17966
38 1.17966
39 1.17966
40 1.17966
41 1.17966
42 1.17966
43 1.17966
44 1.17966
45 1.17965
46 1.17965
47 1.17965
48 1.17965
49 1.17965
50 1.17965
51 1.17965
52 1.17965
53 1.17965
54 1.17966
55 1.17966
56 1.17966
57 1.17965
58 1.17965
59 1.17965
60 1.17965
61 1.17966
62 1.17966
63 1.17965
64 1.17966
65 1.17966
