# index  number of sampling vertical levels i j
43 18 3874 1
# k value
1 1.29119
2 1.29118
3 1.29118
4 1.29118
5 1.29118
6 1.29119
9 1.29119
20 1.29118
30 1.29119
40 1.29118
50 1.29118
55 1.29118
60 1.29118
61 1.29118
62 1.29119
63 1.29119
64 1.29118
65 1.29118
# now the complete profile with fillled values
1 1.29119
2 1.29118
3 1.29118
4 1.29118
5 1.29118
6 1.29119
7 1.29119
8 1.29119
9 1.29119
10 1.29119
11 1.29119
12 1.29119
13 1.29119
14 1.29119
15 1.29119
16 1.29119
17 1.29118
18 1.29118
19 1.29118
20 1.29118
21 1.29118
22 1.29119
23 1.29119
24 1.29119
25 1.29119
26 1.29119
27 1.29119
28 1.29119
29 1.29119
30 1.29119
31 1.29119
32 1.29119
33 1.29118
34 1.29118
35 1.29118
36 1.29118
37 1.29118
38 1.29118
39 1.29118
40 1.29118
41 1.29118
42 1.29118
43 1.29118
44 1.29118
45 1.29118
46 1.29118
47 1.29118
48 1.29118
49 1.29118
50 1.29118
51 1.29118
52 1.29118
53 1.29118
54 1.29118
55 1.29118
56 1.29118
57 1.29118
58 1.29118
59 1.29118
60 1.29118
61 1.29118
62 1.29119
63 1.29119
64 1.29118
65 1.29118
